module,type,name,res_id,src,value,comments
account,model,"ir.ui.view,arch_db",account.account_planner,"<span class=""panel-title"">
                                        <strong>Record your Bills</strong>
                                    </span>",,
account,model,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,"<span title=""Balance in Odoo"">Balance in GL</span>",,
account,model,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,"<span title=""Latest Statement"">Latest Statement</span>",,
account,model,"ir.ui.view,arch_db",account.view_account_position_form,<span> From </span>,,
account,model,"ir.ui.view,arch_db",account.view_account_position_form,<span> To </span>,,
account,model,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,<span>Journal Entries</span>,,
account,model,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,<span>New Bill</span>,,
account,model,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,<span>New Invoice</span>,,
account,model,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,<span>New</span>,,
account,model,"ir.ui.view,arch_db",account.report_agedpartnerbalance,<span>Not due</span>,,
account,model,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,<span>Operations</span>,,
account,model,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,<span>Reconciliation</span>,,
account,model,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,<span>Reporting</span>,,
account,model,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,<span>View</span>,,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>-The Odoo Team</strong>,,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>1. Register Outstanding Invoices</strong>,,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>2. Register Unmatched Payments</strong>,,
account,model,"ir.ui.view,arch_db",account.report_invoice_document_with_payments,<strong>Amount Due</strong>,,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>Assets Management</strong>,,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>Automated documents sending:</strong> automatically send your invoices by email or snail mail.,,
account,model,"ir.ui.view,arch_db",account.report_overdue_document,<strong>Balance :</strong>,,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>Banking interface:</strong> with live bank feed synchronization and bank statement import.,,
account,model,"ir.ui.view,arch_db",account.account_planner,"<strong>Cash transactions</strong><br/> (for which there is no invoice or bill), should be entered directly into your Cash Registers bank account.",,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>Check the Taxes configuration:</strong>,,
account,model,"ir.ui.view,arch_db",account.account_planner,"<strong>Check unpaid invoices</strong><br/>
                                         Run an <i>Aged Receivable report</i> and check which customers still owe you money.",,
account,model,"ir.ui.view,arch_db",account.account_planner,"<strong>Clean customer invoices:</strong> easy to create, beautiful and full featured invoices.",,
account,model,"ir.ui.view,arch_db",account.report_journal,<strong>Company:</strong>,,
account,model,"ir.ui.view,arch_db",account.report_partnerledger,<strong>Company:</strong>,,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>Contracts &amp; Subscriptions</strong>,,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>Create a Customer Invoice</strong>,,
account,model,"ir.ui.view,arch_db",account.account_planner,"<strong>Create a Deposit Ticket</strong><br/>
                                        This allows you to record the different payments that constitute your bank deposit. (You may need to",,
account,model,"ir.ui.view,arch_db",account.account_planner,"<strong>Create the bill in Odoo</strong><br/> with a proper due date, and create the vendor if it doesnt' exist yet.",,
account,model,"ir.ui.view,arch_db",account.portal_invoice_report,<strong>Customer Address</strong>,,
account,model,"ir.ui.view,arch_db",account.portal_invoice_report,<strong>Customer Code:</strong>,,
account,model,"ir.ui.view,arch_db",account.report_invoice_document,<strong>Customer Code:</strong>,,
account,model,"ir.ui.view,arch_db",account.report_payment_receipt,<strong>Customer: </strong>,,
account,model,"ir.ui.view,arch_db",account.report_financial,<strong>Date from :</strong>,,
account,model,"ir.ui.view,arch_db",account.report_generalledger,<strong>Date from :</strong>,,
account,model,"ir.ui.view,arch_db",account.report_partnerledger,<strong>Date from :</strong>,,
account,model,"ir.ui.view,arch_db",account.report_trialbalance,<strong>Date from :</strong>,,
account,model,"ir.ui.view,arch_db",account.report_financial,<strong>Date to :</strong>,,
account,model,"ir.ui.view,arch_db",account.report_generalledger,<strong>Date to :</strong>,,
account,model,"ir.ui.view,arch_db",account.report_partnerledger,<strong>Date to :</strong>,,
account,model,"ir.ui.view,arch_db",account.report_trialbalance,<strong>Date to :</strong>,,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>Deposit Tickets</strong>,,
account,model,"ir.ui.view,arch_db",account.portal_invoice_report,<strong>Description:</strong>,,
account,model,"ir.ui.view,arch_db",account.report_invoice_document,<strong>Description:</strong>,,
account,model,"ir.ui.view,arch_db",account.report_trialbalance,<strong>Display Account:</strong>,,
account,model,"ir.ui.view,arch_db",account.report_generalledger,<strong>Display Account</strong>,,
account,model,"ir.ui.view,arch_db",account.portal_invoice_report,<strong>Due Date:</strong>,,
account,model,"ir.ui.view,arch_db",account.report_invoice_document,<strong>Due Date:</strong>,,
account,model,"ir.ui.view,arch_db",account.report_journal,<strong>Entries Sorted By:</strong>,,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>Expenses</strong>,,
account,model,"ir.ui.view,arch_db",account.setup_financial_year_opening_form,<strong>Fiscal Year End</strong>,,
account,model,"ir.ui.view,arch_db",account.report_tax,<strong>From</strong>,,
account,model,"ir.ui.view,arch_db",account.portal_invoice_report,<strong>Invoice Date:</strong>,,
account,model,"ir.ui.view,arch_db",account.report_invoice_document,<strong>Invoice Date:</strong>,,
account,model,"ir.ui.view,arch_db",account.report_journal,<strong>Journal:</strong>,,
account,model,"ir.ui.view,arch_db",account.report_generalledger,<strong>Journals:</strong>,,
account,model,"ir.ui.view,arch_db",account.account_planner,"<strong>Mark the bills to pay</strong><br/>
                                        Group or filter your bills to see those due in the next week, then open each bill individually, click on <strong>'Pay'</strong> and select the payment method you prefer.",,
account,model,"ir.ui.view,arch_db",account.report_payment_receipt,<strong>Memo: </strong>,,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>Next action:</strong><br/>,,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>On-the-fly payment reconciliation:</strong> automatic suggestions of outstanding payments when creating invoices.,,
account,model,"ir.ui.view,arch_db",account.account_planner,"<strong>Or generate payment orders</strong><br/>
                                        Create a Payment Order and select the bills you'd like to pay as Entry lines (only the validated bills will appear).",,
account,model,"ir.ui.view,arch_db",account.report_agedpartnerbalance,<strong>Partner's:</strong>,,
account,model,"ir.ui.view,arch_db",account.report_payment_receipt,<strong>Payment Amount: </strong>,,
account,model,"ir.ui.view,arch_db",account.report_payment_receipt,<strong>Payment Date: </strong>,,
account,model,"ir.ui.view,arch_db",account.report_payment_receipt,<strong>Payment Method: </strong>,,
account,model,"ir.ui.view,arch_db",account.report_agedpartnerbalance,<strong>Period Length (days)</strong>,,
account,model,"ir.ui.view,arch_db",account.account_planner,"<strong>Print checks</strong><br/>
                                        From the Vendor Payments list, select those you want to pay and click on Print Check (you may first need to activate the check feature in the",,
account,model,"ir.ui.view,arch_db",account.report_tax,<strong>Purchase</strong>,,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>Purchases</strong>,,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>Reconcile Bank Statement</strong>,,
account,model,"ir.ui.view,arch_db",account.account_planner,"<strong>Reconcile with existing transaction</strong><br/>
                                        In this case, Odoo should automatically match the bank statement with the previously recorded check transaction.",,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>Reconcile your Bank Statements</strong>,,
account,model,"ir.ui.view,arch_db",account.account_planner,"<strong>Record Bank Statement (or import file)</strong><br/>
                                        Depending on the volume of your transactions, you should be recording your bank statement every week to several times a day.",,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>Record Bank Statement</strong>,,
account,model,"ir.ui.view,arch_db",account.account_planner,"<strong>Record a payment by check on the Invoice</strong><br/>
                                        Simply click on the 'Pay' button.",,
account,model,"ir.ui.view,arch_db",account.account_planner,"<strong>Reduced data entry:</strong> no need to manually create invoices, register bank statements, and send payment follow-ups.",,
account,model,"ir.ui.view,arch_db",account.portal_invoice_report,<strong>Reference:</strong>,,
account,model,"ir.ui.view,arch_db",account.report_invoice_document,<strong>Reference:</strong>,,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>Revenue Recognition</strong>,,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>Send follow-up letters</strong>,,
account,model,"ir.ui.view,arch_db",account.report_generalledger,<strong>Sorted By:</strong>,,
account,model,"ir.ui.view,arch_db",account.portal_invoice_report,<strong>Source:</strong>,,
account,model,"ir.ui.view,arch_db",account.report_invoice_document,<strong>Source:</strong>,,
account,model,"ir.ui.view,arch_db",account.report_agedpartnerbalance,<strong>Start Date:</strong>,,
account,model,"ir.ui.view,arch_db",account.report_overdue_document,<strong>Subtotal :</strong>,,
account,model,"ir.ui.view,arch_db",account.portal_invoice_report,<strong>Subtotal</strong>,,
account,model,"ir.ui.view,arch_db",account.report_invoice_document,<strong>Subtotal</strong>,,
account,model,"ir.ui.view,arch_db",account.report_agedpartnerbalance,<strong>Target Moves:</strong>,,
account,model,"ir.ui.view,arch_db",account.report_financial,<strong>Target Moves:</strong>,,
account,model,"ir.ui.view,arch_db",account.report_generalledger,<strong>Target Moves:</strong>,,
account,model,"ir.ui.view,arch_db",account.report_journal,<strong>Target Moves:</strong>,,
account,model,"ir.ui.view,arch_db",account.report_partnerledger,<strong>Target Moves:</strong>,,
account,model,"ir.ui.view,arch_db",account.report_trialbalance,<strong>Target Moves:</strong>,,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>Test the following three scenarios in order to assist you in familiarizing yourself with Odoo:</strong>,,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>There are three different levels of access rights in Odoo:</strong>,,
account,model,"ir.ui.view,arch_db",account.report_overdue_document,<strong>There is nothing due with this customer.</strong>,,
account,model,"ir.ui.view,arch_db",account.portal_invoice_report,<strong>Total</strong>,,
account,model,"ir.ui.view,arch_db",account.report_invoice_document,<strong>Total</strong>,,
account,model,"ir.ui.view,arch_db",account.report_journal,<strong>Total</strong>,,
account,model,"ir.ui.view,arch_db",account.view_account_account_kanban,<strong>Type: </strong>,,
account,model,"ir.ui.view,arch_db",account.account_planner,<strong>Validate the bill</strong><br/> after encoding the products and taxes.,,
account,model,"ir.ui.view,arch_db",account.report_payment_receipt,<strong>Vendor: </strong>,,
account,model,"ir.ui.view,arch_db",account.report_tax,<strong>to </strong>,,
account,model,"ir.actions.act_window,help",account.action_view_bank_statement_tree,"A Cash Register allows you to manage cash entries in your cash
                journals. This feature provides an easy way to follow up cash
                payments on a daily basis. You can enter the coins that are in
                your cash box, and then post entries when money comes in or
                goes out of the cash box.",,
account,code,addons/account/models/account_bank_statement.py,388,A Cash transaction can't have a 0 amount.,,
account,code,addons/account/models/account_invoice.py,1761,A Payment Terms should have its last line of type Balance.,,
account,code,addons/account/models/account_invoice.py,1764,A Payment Terms should have only one line of type Balance.,,
account,code,addons/account/models/account.py,732,A bank account can only belong to one journal.,,
account,model,"ir.actions.act_window,help",account.action_bank_statement_tree,"A bank statement is a summary of all financial transactions
                occurring over a given period of time on a bank account. You
                should receive this periodicaly from your bank.",,
account,model,"ir.actions.act_window,help",account.action_bank_statement_line,A bank statement line is a financial transaction on a bank account.,,
account,model,"ir.actions.act_window,help",account.action_move_journal_line,"A journal entry consists of several journal items, each of
                which is either a debit or a credit transaction.",,
account,model,"ir.actions.act_window,help",account.action_account_journal_form,"A journal is used to record transactions of all accounting data
                related to the day-to-day business.",,
account,model,"ir.ui.view,arch_db",account.account_planner,A list of common taxes and their rates.,,
account,model,"ir.ui.view,arch_db",account.account_planner,A list of your customer and supplier payment terms.,,
account,model,"ir.ui.view,arch_db",account.account_planner,"A product in Odoo is something you sell or buy 
                        whether or not it is goods, consumables, or services.
                        Choose how you want to create your products:",,
account,code,addons/account/models/account_move.py,936,A reconciliation must involve at least 2 move lines.,,
account,model,"ir.ui.view,arch_db",account.res_config_settings_view_form,"A rounding per line is advised if your prices are tax-included. That way, the sum of line subtotals equals the total with taxes.",,
account,code,addons/account/models/account_bank_statement.py,889,A selected move line was already reconciled.,,
account,code,addons/account/models/account_bank_statement.py,892,A selected move line was already reconciled.,,
account,code,addons/account/models/account_bank_statement.py,906,A selected statement line was already reconciled with an account move.,,
account,sql_constraint,account.fiscal.position.tax,0,A tax fiscal position could be defined only once time on same taxes.,,
account,model,"ir.actions.act_window,help",account.action_account_journal_form,"A typical company may use one journal per payment method (cash,
                bank accounts, checks), one purchase journal, one sales journal
                and one for miscellaneous information.",,
account,model,"res.groups,name",account.group_warning_account,A warning can be set on a partner (Account),,
account,code,addons/account/static/src/js/reconciliation/reconciliation_renderer.js,530,Account,,openerp-web
account,code,addons/account/static/src/js/reconciliation/reconciliation_renderer.js,534,Account,,openerp-web
account,code,addons/account/static/src/xml/account_reconciliation.xml,170,Account,,openerp-web
account,code,addons/account/static/src/xml/account_reconciliation.xml,228,Account,,openerp-web
account,code,addons/account/static/src/xml/account_reconciliation.xml,253,Account,,openerp-web
account,model,"ir.model,name",account.model_account_account,Account,,
account,model,"ir.model.fields,field_description",account.field_account_cash_rounding_account_id,Account,,
account,model,"ir.model.fields,field_description",account.field_account_invoice_account_id,Account,,
account,model,"ir.model.fields,field_description",account.field_account_invoice_line_account_id,Account,,
account,model,"ir.model.fields,field_description",account.field_account_invoice_report_account_id,Account,,
account,model,"ir.model.fields,field_description",account.field_account_move_dummy_account_id,Account,,
account,model,"ir.model.fields,field_description",account.field_account_move_line_account_id,Account,,
account,model,"ir.model.fields,field_description",account.field_account_reconcile_model_account_id,Account,,
account,model,"ir.model.fields,field_description",account.field_account_reconcile_model_template_account_id,Account,,
account,model,"ir.ui.view,arch_db",account.report_journal,Account,,
account,model,"ir.ui.view,arch_db",account.report_partnerledger,Account,,
account,model,"ir.ui.view,arch_db",account.report_trialbalance,Account,,
account,model,"ir.ui.view,arch_db",account.view_account_form,Account,,
account,model,"ir.ui.view,arch_db",account.view_account_move_line_filter,Account,,
account,model,"ir.ui.view,arch_db",account.view_account_reconcile_model_form,Account,,
account,model,"ir.ui.view,arch_db",account.view_account_search,Account,,
account,model,"ir.model.fields,field_description",account.field_res_config_settings_module_account_accountant,Account Accountant,,
account,model,"ir.model,name",account.model_account_aged_trial_balance,Account Aged Trial balance Report,,
account,model,"ir.ui.view,arch_db",account.account_planner,Account Balances,,
account,model,"ir.model,name",account.model_account_bank_statement_cashbox,Account Bank Statement Cashbox Details,,
account,model,"ir.model,name",account.model_account_bank_statement_closebalance,Account Bank Statement closing balance,,
account,model,"ir.model,name",account.model_account_common_account_report,Account Common Account Report,,
account,model,"ir.model,name",account.model_account_common_journal_report,Account Common Journal Report,,
account,model,"ir.model,name",account.model_account_common_partner_report,Account Common Partner Report,,
account,model,"ir.model,name",account.model_account_common_report,Account Common Report,,
account,model,"ir.model.fields,field_description",account.field_account_account_currency_id,Account Currency,,
account,model,"ir.model.fields,field_description",account.field_account_account_template_currency_id,Account Currency,,
account,model,"ir.model.fields,field_description",account.field_account_bank_accounts_wizard_currency_id,Account Currency,,
account,model,"ir.model.fields,field_description",account.field_account_fiscal_position_account_template_account_dest_id,Account Destination,,
account,model,"ir.model,name",account.model_account_move,Account Entry,,
account,model,"ir.ui.view,arch_db",account.view_move_form,Account Entry,,
account,model,"ir.ui.view,arch_db",account.view_account_group_form,Account Group,,
account,model,"ir.ui.view,arch_db",account.view_account_group_tree,Account Group,,
account,model,"ir.actions.act_window,name",account.action_account_group_tree,Account Groups,,
account,model,"ir.model.fields,field_description",account.field_res_partner_bank_journal_id,Account Journal,,
account,model,"ir.ui.view,arch_db",account.view_account_bank_journal_tree,Account Journal,,
account,model,"ir.ui.view,arch_db",account.view_account_journal_form,Account Journal,,
account,model,"ir.ui.view,arch_db",account.view_account_journal_tree,Account Journal,,
account,model,"ir.model.fields,field_description",account.field_account_invoice_report_account_line_id,Account Line,,
account,model,"ir.model.fields,field_description",account.field_account_fiscal_position_account_ids,Account Mapping,,
account,model,"ir.model.fields,field_description",account.field_account_fiscal_position_template_account_ids,Account Mapping,,
account,model,"ir.ui.view,arch_db",account.view_account_position_form,Account Mapping,,
account,model,"ir.ui.view,arch_db",account.view_account_move_reversal,Account Move Reversal,,
account,model,"ir.model.fields,field_description",account.field_account_bank_accounts_wizard_acc_name,Account Name.,,
account,model,"ir.model.fields,field_description",account.field_account_journal_bank_acc_number,Account Number,,
account,model,"ir.model,name",account.model_account_report_partner_ledger,Account Partner Ledger,,
account,model,"ir.model.fields,field_description",account.field_res_partner_property_account_payable_id,Account Payable,,
account,model,"ir.model.fields,field_description",account.field_res_users_property_account_payable_id,Account Payable,,
account,model,"ir.model,name",account.model_account_print_journal,Account Print Journal,,
account,model,"ir.ui.view,arch_db",account.view_category_property_form,Account Properties,,
account,model,"ir.model.fields,field_description",account.field_res_partner_property_account_receivable_id,Account Receivable,,
account,model,"ir.model.fields,field_description",account.field_res_users_property_account_receivable_id,Account Receivable,,
account,model,"ir.model,name",account.model_account_financial_report,Account Report,,
account,model,"ir.model.fields,field_description",account.field_account_financial_report_children_ids,Account Report,,
account,model,"ir.ui.view,arch_db",account.view_account_financial_report_form,Account Report,,
account,model,"ir.ui.view,arch_db",account.view_account_financial_report_search,Account Report,,
account,model,"ir.ui.view,arch_db",account.view_account_financial_report_tree,Account Report,,
account,model,"ir.model.fields,field_description",account.field_accounting_report_account_report_id,Account Reports,,
account,model,"ir.ui.menu,name",account.menu_account_financial_reports_tree,Account Reports,,
account,model,"ir.model,name",account.model_account_cash_rounding,Account Rounding,,
account,model,"ir.model.fields,field_description",account.field_account_fiscal_position_account_template_account_src_id,Account Source,,
account,model,"ir.ui.view,arch_db",account.account_bank_statement_graph,Account Statistics,,
account,model,"ir.ui.view,arch_db",account.account_bank_statement_pivot,Account Statistics,,
account,model,"ir.ui.view,arch_db",account.account_move_line_graph_date,Account Statistics,,
account,model,"ir.ui.view,arch_db",account.account_move_line_graph_date_cash_basis,Account Statistics,,
account,model,"ir.model,name",account.model_account_account_tag,Account Tag,,
account,model,"ir.actions.act_window,name",account.account_tag_action,Account Tags,,
account,model,"ir.ui.view,arch_db",account.view_tax_form,Account Tax,,
